ID,adsorption_energy,log2(AE)
3103,49.91,5.641256999
3104,109.65,6.776762002
3105,40.45,5.338067798
3106,124.55,6.960581211
3107,121.31,6.922554671
3108,60,5.906890596
3109,50.45,5.656782364
3110,172.38,7.429448588
3111,173.64,7.439955517
3112,50.01,5.6441447
3113,52.27,5.707911254
3114,149.35,7.222553427
3115,171.5,7.422064766
3116,191.02,7.577579888
3117,75.43,6.237066521
3118,165.11,7.36728369
3119,202.02,7.658354317
3120,139.95,7.128767677
3121,145.78,7.187648995
3122,176.49,7.463442632
3123,43.86,5.454833907
3124,51.44,5.684818738
3125,61.72,5.947666157
3126,44.83,5.486392594
3127,50.26,5.651338766
3128,93.31,6.543959797
3129,69.62,6.121429909
3130,138.39,7.112595888
3131,150.06,7.229395653
3132,138.47,7.113429635
3133,47.11,5.557961427
3134,131.37,7.037492045
3135,134.24,7.068670811
3136,181.18,7.501279899
3137,49.2,5.62058641
3138,60.79,5.925762114
3139,159.26,7.315240153
3140,85.93,6.42508999
3141,100.79,6.655208697
3142,96.58,6.593652558
3143,56.88,5.82984956
3144,193.16,7.593652558
3145,43.91,5.456477629
3146,77.74,6.280585203
3147,200.44,7.647026633
3148,209.7,7.712183051
3149,41.42,5.372255648
3150,136.6,7.093813673
3151,144.76,7.177519203
3152,270.84,8.081297014
3153,193.97,7.599689728
3154,204.69,7.677296812
3155,137.23,7.100452095
3156,161.7,7.337175869
3157,170.18,7.410917687
3158,120.67,6.914923239
3159,66.49,6.055065473
3160,141.34,7.143026004
3161,93.73,6.550438978
3162,56.75,5.826548487
3163,113.06,6.820944792
3164,167.53,7.388275655
3165,55.83,5.802968651
3166,221.25,7.789533645
3167,172.81,7.433042894
3168,50.06,5.645586386
3169,177.09,7.468338937
3170,55.17,5.785812075
3171,152.5,7.252665432
3172,145.07,7.180605395
3173,130.37,7.026468113
3174,142.56,7.155425432
3175,112.71,6.816471712
3176,183.23,7.517511923
3177,175.63,7.456395488
3178,64.2,6.004501392
3179,93.01,6.539313931
3180,143.42,7.164102412
3181,138.35,7.112178834
3182,191.99,7.584887358
3183,110.39,6.786465677
3184,189.09,7.562929258
3185,189.74,7.567880042
3186,144.98,7.179710084
3187,65.24,6.027684877
3188,231.12,7.852498299
3189,76.1,6.249824549
3190,108.28,6.758622982
3191,81.45,6.347842794
3192,134.02,7.066304502
3193,157.43,7.298566678
3194,123.23,6.945209709
3195,81.5,6.348728154
3196,189.84,7.568640195
3197,197.61,7.626512146
3198,106.25,6.731319031
3199,49.28,5.622930351
3200,183.84,7.522306893
3201,44.22,5.46662712
3202,100.27,6.647746217
3203,157.77,7.301679092
3204,112.9,6.818901676
3205,41.24,5.365972428
3206,142.04,7.150153455
3207,201.55,7.654993973
3208,208.98,7.707221069
3209,230.95,7.851436736
3210,177.79,7.47403037
3211,72.79,6.185668359
3212,106.86,6.739578112
3213,225.47,7.816791678
3214,96.01,6.585112774
3215,91.66,6.518220381
3216,188.9,7.561478892
3217,56.59,5.822475232
3218,48.97,5.613826291
3219,135.51,7.082255509
3220,166.73,7.381369904
3221,59.83,5.902797158
3222,138.32,7.111865964
3223,125.15,6.967514481
3224,139.57,7.124845063
3225,202.62,7.662632775
3226,44.01,5.459759467
3227,153.53,7.262376778
3228,155.52,7.280956314
3229,211.74,7.726150026
3230,112.9,6.818901676
3231,163.29,7.351292632
3232,176.24,7.46139759
3233,215.28,7.750070486
3234,139.78,7.127014142
3235,126.33,6.981053471
3236,168.38,7.395576977
3237,114.19,6.835292504
3238,145.52,7.185073638
3239,112.48,6.813524689
3240,109.4,6.773468928
3241,58,5.857980995
3242,208.26,7.702241961
3243,228.48,7.835924074
3244,92.27,6.527789752
3245,59.81,5.902314812
3246,50.71,5.664198369
3247,161.63,7.33655119
3248,122.88,6.941106311
3249,188.12,7.555509427
3250,54.73,5.774259951
3251,159.57,7.318045633
3252,236.8,7.887525271
3253,112.84,6.818134761
3254,138.87,7.117591158
3255,96.93,6.598871346
3256,183.6,7.520422249
3257,143.7,7.166916252
3258,60.84,5.926948248
3259,56.33,5.815831566
3260,129.27,7.014243694
3261,95.34,6.57500972
3262,61.37,5.939461678
3263,119.98,6.906650126
3264,62.97,5.976592762
3265,95.81,6.582104337
3266,107.55,6.748863715
3267,109.01,6.768316676
3268,69.62,6.121429909
3269,108.96,6.767654798
3270,132,7.044394119
3271,191.63,7.582179625
3272,131.96,7.043956873
3273,50.74,5.665051614
3274,172.68,7.431957188
3275,53.82,5.750070486
3276,116.28,6.861459166
3277,51.76,5.693765712
3278,51.47,5.685659877
3279,146.56,7.195347598
3280,135.37,7.080764241
3281,105.84,6.725741157
3282,160.68,7.328046556
3283,130.15,7.024031502
3284,108.65,6.763544364
3285,53.8,5.749534268
3286,47.54,5.571069998
3287,64.76,6.017031081
3288,111.67,6.80309785
3289,99.59,6.637928981
3290,50.31,5.652773285
3291,39.86,5.316869805
3292,61.2,5.935459748
3293,134.44,7.070818638
3294,126.34,6.981167667
3295,197.03,7.622271502
3296,210.38,7.71685375
3297,168.42,7.395919659
3298,157.68,7.300855871
3299,484.17,8.91936988
3300,51.27,5.680042993
3301,118.7,6.891176125
3302,99.53,6.637059538
3303,130.72,7.030336078
3304,110.41,6.786727035
3305,47.17,5.559797696
3306,119.42,6.899900664
3307,201.88,7.657354182
3308,135.13,7.07820419
3309,127.33,6.99242856
3310,145.26,7.182493675
3311,62.78,5.972233124
3312,107.57,6.749131973
3313,112.47,6.813396421
3314,142.39,7.15370402
3315,211.7,7.725877459
3316,90.11,6.493615314
3317,180.14,7.492974756
3318,220.5,7.784634846
3319,200.23,7.645514336
3320,103.7,6.696272084
3321,172.03,7.426516366
3322,124.97,6.965437996
3323,111.57,6.801805344
3324,39.62,5.308156975
3325,326.47,8.350806615
3326,74.61,6.221297103
3327,181.58,7.504461497
3328,165.29,7.368855634
3329,164.56,7.362469889
3330,48.6,5.602884409
3331,51.68,5.691534165
3332,142.53,7.155121802
3333,156.84,7.293149737
3334,172.22,7.428108883
3335,50.25,5.651051691
3336,83.94,6.391286558
3337,127.48,6.994127114
3338,187.76,7.552745937
3339,48.61,5.603181229
3340,129.4,7.015693807
3341,132.93,7.054522922
3342,70.11,6.13154833
3343,41.67,5.380937195
3344,60.64,5.922197848
3345,39.27,5.295355693
3346,202.53,7.661991815
3347,113.32,6.824258697
3348,135.31,7.080124654
3349,213.34,7.737010678
3350,142.14,7.151168794
3351,131.65,7.040563711
3352,133.39,7.059506704
3353,184.6,7.528258743
3354,182.02,7.507953169
3355,163.74,7.35526299
3356,193.24,7.594249948
3357,229.82,7.844360543
3358,108.68,6.76394266
3359,143.61,7.166012402
3360,121.57,6.925643447
3361,67.44,6.075532631
3362,157.82,7.302136235
3363,91.13,6.509854162
3364,168.79,7.399085624
3365,151.34,7.24164954
3366,59.11,5.885330315
3367,141.87,7.148425737
3368,54.69,5.773205157
3369,104.3,6.704595348
3370,181.07,7.500403728
3371,112.29,6.811085644
3372,52.27,5.707911254
3373,54.32,5.763411574
3374,132.98,7.055065473
3375,50.84,5.667892125
3376,148.76,7.216842843
3377,166.51,7.379465013
3378,44.62,5.479618608
3379,132.81,7.053219969
3380,75.9,6.246027981
3381,165.03,7.366584499
3382,147.48,7.204375511
3383,59.95,5.905687849
3384,138.2,7.110613806
3385,51.07,5.674404154
3386,109.56,6.775577361
3387,185.33,7.533952624
3388,129.38,7.015470808
3389,55.02,5.781884235
3390,175.68,7.456806149
3391,153.89,7.265755676
3392,151.59,7.244030776
3393,171.04,7.418189948
3394,210.09,7.714863683
3395,173.98,7.442777659
3396,62.17,5.958146674
3397,143.82,7.168120505
3398,52.36,5.710393192
3399,58.27,5.864681406
3400,181.85,7.506605116
3401,53.91,5.752481004
3402,151.16,7.239932613
3403,187.78,7.552899603
3404,159.37,7.31623627
3405,155.92,7.284662185
3406,199.92,7.643278996
3407,46.29,5.532628658
3408,155.09,7.276961856
3409,151.04,7.23878686
3410,183.21,7.517354441
3411,208.2,7.701826258
3412,157.73,7.301313274
3413,46.33,5.533874777
3414,128.88,7.009884589
3415,118.57,6.889595222
3416,101.93,6.671434917
3417,140.79,7.137401056
3418,163.64,7.354381632
3419,52.3,5.708739041
3420,203.11,7.666117461
3421,103.01,6.686640588
3422,221.43,7.790706886
3423,128.05,7.000563443
3424,133.47,7.060371694
3425,175.12,7.452200049
3426,62.29,5.960928667
3427,37.2,5.217230716
3428,58.68,5.874796966
3429,193.88,7.599020177
3430,197.22,7.623662052
3431,51.68,5.691534165
3432,54.57,5.770036139
3433,163.56,7.353676158
3434,182.91,7.514990142
3435,96.71,6.59559317
3436,88.45,6.466790238
3437,164.68,7.363521544
3438,46.61,5.542567608
3439,116.5,6.864186145
3440,140.03,7.129592133
3441,195.05,7.607700188
3442,179.35,7.486633935
3443,112.02,6.807612523
3444,53.64,5.745237332
3445,108,6.754887502
3446,46.38,5.535430915
3447,108.34,6.759422186
3448,145.53,7.185172775
3449,127.11,6.989933724
3450,41.87,5.387845013
3451,180.23,7.493695363
3452,53.71,5.747118816
3453,54.16,5.759155834
3454,213.5,7.73809226
3455,136.01,7.087568918
3456,45.81,5.517590658
3457,107.2,6.744161096
3458,242.83,7.923802858
3459,55.08,5.783456654
3460,60.82,5.926473911
3461,55.67,5.798828178
3462,117.45,6.875902903
3463,112.95,6.819540461
3464,159.22,7.314877757
3465,145.17,7.181599535
3466,150.05,7.229299509
3467,66.18,6.048323387
3468,84.54,6.401562207
3469,147.2,7.201633861
3470,164.75,7.364134655
3471,147.97,7.209160898
3472,48.26,5.59275601
3473,117.27,6.87369018
3474,212.07,7.728396738
3475,241.39,7.915222101
3476,47.11,5.557961427
3477,154.81,7.274354856
3478,223.68,7.805292456
3479,60.37,5.915759896
3480,169.92,7.408711861
3481,50.84,5.667892125
3482,51.35,5.682292371
3483,169.29,7.403352945
3484,263.68,8.042644337
3485,195.66,7.612205037
3486,143.84,7.168321116
3487,153.2,7.259272487
3488,45.5,5.50779464
3489,114.37,6.837564863
3490,197.11,7.62285716
3491,222.59,7.79824497
3492,172.16,7.427606173
3493,156.81,7.292873755
3494,228.31,7.834850241
3495,99.05,6.63008507
3496,186.39,7.54218065
3497,58.42,5.868390453
3498,152.47,7.252381596
3499,124.04,6.954661621
3500,150.95,7.237926947
3501,52.81,5.722739236
3502,162.58,7.345005983
3503,181.11,7.500722397
3504,41.51,5.375387027
3505,115.96,6.857483428
3506,51.81,5.695158678
3507,171.73,7.42399828
3508,120.32,6.910732662
3509,86.93,6.44178224
3510,170.36,7.412442825
3511,141.06,7.140165135
3512,189.83,7.568564198
3513,142.43,7.154109243
3514,164.13,7.358695151
3515,111.2,6.797012978
3516,158.93,7.312247667
3517,155.38,7.279657007
3518,153.09,7.258236237
3519,161.42,7.33467553
3520,167.72,7.389910925
3521,122.93,6.941693226
3522,107.65,6.750204509
3523,47.21,5.561020578
3524,171.5,7.422064766
3525,109.21,6.770961155
3526,132.04,7.044831233
3527,205.3,7.681589817
3528,47.29,5.563463237
3529,44.18,5.465321514
3530,141.76,7.147306699
3531,55.12,5.784503983
3532,43.37,5.438625538
3533,133.94,7.065443063
3534,133.28,7.058316496
3535,150.84,7.236875245
3536,110.18,6.783718558
3537,134.64,7.072963272
3538,120.31,6.910612752
3539,165.7,7.372429792
3540,194.83,7.606072031
3541,212.02,7.728056551
3542,182,7.50779464
3543,146.94,7.19908337
3544,76.34,6.254367281
3545,164.71,7.363784338
3546,133.78,7.06371864
3547,208.36,7.702934532
3548,150.68,7.235344128
3549,128.62,7.006971184
3550,44.17,5.464994927
3551,148.3,7.212374788
3552,50.16,5.648465443
3553,151.22,7.240505149
3554,52.43,5.712320641
3555,50.81,5.667040559
3556,203.04,7.665620164
3557,215.67,7.752681699
3558,54.22,5.760753208
3559,84.64,6.403267722
3560,169.21,7.402671021
3561,172.45,7.430034319
3562,113.17,6.822347758
3563,284.11,8.150305802
3564,133.89,7.064904402
3565,166.64,7.380590934
3566,208.56,7.704318678
3567,194.39,7.602810194
3568,244.49,7.933631648
3569,327.64,8.355967689
3570,166.63,7.380504356
3571,178.18,7.477191599
3572,223.61,7.804840898
3573,222.29,7.796299238
3574,259.89,8.021757313
3575,353.47,8.465443964
3576,339.88,8.40888166
3577,432.82,8.757623355
3578,275.43,8.105541897
3579,257.44,8.008092421
3580,173.99,7.44286058
3581,286.98,8.164806387
3582,310.56,8.278728213
3583,351.73,8.458324581
3584,369.93,8.531108492
3585,294.21,8.200702473
3586,313.05,8.290249291
3587,352.56,8.461724992
3588,336.57,8.394762778
3589,486.26,8.925584109
3590,604.56,9.239741718
3591,565.63,9.14371483
3592,308.1,8.267254872
3593,493.08,8.945677926
3594,196.48,7.618238656
3595,256.31,8.001745957
3596,326.98,8.353058585
3597,218.13,7.769044391
3598,247.81,7.953090596
3599,214.91,7.747588804
3600,310.36,8.277798821
3601,441.25,8.785452468
3602,270.83,8.081243746
3603,284.94,8.154514352
3604,395.53,8.627643314
3605,148,7.209453366
3606,153.18,7.259084133
3607,193.1,7.593204354
3608,209.49,7.710737568
3609,210.2,7.715618859
3610,239.75,7.905387005
3611,138.89,7.11779892
3612,152.81,7.255595147
3613,190.36,7.572586549
3614,209.81,7.712939631
3615,244.54,7.933926659
3616,341.37,8.415192468
3617,210.13,7.715138338
3618,241.65,7.916775185
3619,287.16,8.165710992
3620,283.94,8.149442293
3621,359.17,8.488523042
3622,425.28,8.7322692
3623,202.51,7.66184934
3624,220.89,7.787184297
3625,267.29,8.062262053
3626,413.57,8.691987727
3627,492.98,8.945385308
3628,282.6,8.142617655
3629,349.24,8.448074996
3630,333.51,8.38158621
3631,405.01,8.661813719
3632,524.69,9.035321484
3633,285.56,8.157650097
3634,314.11,8.295126063
3635,328.73,8.360759313
3636,470.85,8.879123719
3637,487.94,8.930559946
3638,597.74,9.223374279
3639,53.4,5.738767837
3640,70.46,6.13873257
3641,94.86,6.567727963
3642,126.84,6.986865972
3643,162.04,7.34020618
3644,187.08,7.547511524
3645,193.61,7.59700966
3646,241.28,7.914564523
3647,316.64,8.306699707
3648,317.29,8.309658242
3649,354.68,8.47037417
3650,405.25,8.662668376
3651,404.37,8.659532158
3652,467.45,8.868668248
3653,560.45,9.13044186
3654,577.08,9.172627522
3655,584.07,9.189997474
3656,483.69,8.917938901
3657,178.15,7.476948673
3658,178.21,7.477434484
3659,226.58,7.823876711
3660,238.99,7.900806443
3661,266.35,8.057179471
3662,294.8,8.203592714
3663,299.16,8.224773478
3664,408.22,8.673203056
3665,345.11,8.430912468
3666,426.07,8.734946663
3667,461.76,8.850999395
3668,522.46,9.029176777
3669,482.63,8.914773785
3670,448.51,8.808996342
3671,669.15,9.386185839
3672,644.32,9.331633567
3673,524.54,9.034908983
3674,600.93,9.231053137
3675,40.91,5.354381632
3676,55.75,5.8008999
3677,81.31,6.34536089
3678,102.12,6.674121633
3679,100.08,6.645009884
3680,121.56,6.92552477
3681,131.57,7.03968676
3682,183.78,7.521835963
3683,182.57,7.51230591
3684,229.67,7.843418611
3685,236.66,7.886672074
3686,254.34,7.990614562
3687,294.04,8.199868617
3688,273.39,8.094816663
3689,329.89,8.365841236
3690,374,8.54689446
3691,397.83,8.636008262
3692,454.39,8.827787275
3693,44.5,5.475733431
3694,56.33,5.815831566
3695,64.79,6.017699253
3696,95.08,6.571069998
3697,120.26,6.910013053
3698,124.82,6.963705307
3699,179.01,7.483896373
3700,164.91,7.365535075
3701,197.88,7.628481994
3702,217.01,7.761617715
3703,272.78,8.091594061
3704,299.05,8.224242907
3705,284.05,8.150001093
3706,299.41,8.225978597
3707,310.82,8.279935528
3708,384.85,8.588152437
3709,366.24,8.516645558
3710,422.67,8.723387907
3711,127.29,6.991975274
3712,224.12,7.808127587
3713,261.21,8.029066319
3714,343.01,8.422106827
3715,455.64,8.831750595
3716,545.96,9.092651445
3717,613.92,9.26190686
3718,488.51,8.932244285
3719,144.68,7.176721693
3720,290.31,8.181450458
3721,363.06,8.50406418
3722,540.96,9.079378111
3723,622.41,9.281721429
3724,962.26,9.910282949
3725,820.37,9.680130925
3726,910.81,9.831006321
3727,117.57,6.877376169
3728,131.26,7.036283528
3729,202.98,7.665193773
3730,272.4,8.089582893
3731,244.19,7.93186031
3732,310.69,8.279331997
3733,336.12,8.392832579
3734,443.45,8.792627636
3735,455.85,8.832415365
3736,100.09,6.645154031
3737,72.69,6.183685
3738,49.6,5.632268215
3739,59.01,5.882887553
3740,48.41,5.597233189
3741,75.86,6.245267467
3742,53.07,5.729824644
3743,59.86,5.903520374
3744,99.39,6.635028799
3745,111.88,6.805808349
3746,44.87,5.487679279
3747,196.97,7.621832103
3748,143.17,7.16158541
3749,82.31,6.362995812
3750,35.81,5.162290614
3751,102.01,6.672566776
3752,39.76,5.313245852
3753,196.96,7.621758857
3754,73.3,6.195741293
3755,68.68,6.101818134
3756,195.11,7.608143912
3757,138.5,7.113742166
3758,72.89,6.187648995
3759,154.53,7.271743136
3760,138.82,7.117071624
3761,73.66,6.202809492
3762,50.84,5.667892125
3763,242.3,7.920650595
3764,157.96,7.303415463
3765,85.43,6.416670877
3766,119.63,6.902435414
3767,90.95,6.507001733
3768,63.25,5.982993575
3769,40.32,5.333423734
3770,166.48,7.37920506
3771,220.49,7.784569416
3772,243.16,7.925762114
3773,54.96,5.780310099
3774,94.83,6.567271631
3775,170.49,7.413543311
3776,57.03,5.833649128
3777,120.4,6.911691582
3778,74.5,6.21916852
3779,33.98,5.086613947
3780,176.94,7.467116418
3781,61.19,5.935223994
3782,148.88,7.21800615
3783,44.17,5.464994927
3784,183.6,7.520422249
3785,47.32,5.564378169
3786,51.81,5.695158678
3787,143.32,7.163096138
3788,63.67,5.992541859
3789,99.21,6.632413641
3790,128.37,7.004164275
3791,141.24,7.142004916
3792,84.2,6.395748328
3793,50.87,5.668743189
3794,198.16,7.630521963
3795,64.89,6.019924261
3796,143.01,7.159972221
3797,51.14,5.676380255
3798,169,7.400879436
3799,111.32,6.798569004
3800,66.04,6.045268215
3801,211.47,7.724309201
3802,83.21,6.378685014
3803,171.24,7.41987593
3804,133.01,7.055390905
3805,47.67,5.57500972
3806,144.39,7.173827019
3807,42.83,5.420549772
3808,52.05,5.701826258
3809,118.25,6.885696373
3810,156.92,7.29388543
3811,144.63,7.176223025
3812,97.02,6.600210274
3813,183.99,7.523483547
3814,107.87,6.753149879
3815,58.78,5.877253454
3816,191.31,7.579768477
3817,191.01,7.57750436
3818,55.41,5.792074462
3819,191.48,7.581049901
3820,227.76,7.831370588
3821,45.16,5.496973581
3822,80.08,6.323370069
3823,76.74,6.26190686
3824,194.61,7.604442034
3825,154.95,7.275658945
3826,201.08,7.651625784
3827,57.72,5.850999395
3828,108.53,6.761950079
3829,138.36,7.112283109
3830,157.89,7.30277599
3831,53.05,5.729280846
3832,64.21,6.004726094
3833,128.17,7.001914808
3834,50.88,5.669026766
3835,236.91,7.888195286
3836,204.85,7.678424083
3837,140.01,7.129386063
3838,104.59,6.70860111
3839,222.17,7.79552021
3840,160.37,7.325260476
3841,112.7,6.816343705
3842,97.82,6.61205756
3843,139.84,7.12763328
3844,131.06,7.034083627
3845,93.26,6.543186525
3846,54.15,5.758889433
3847,120.12,6.90833257
3848,110.66,6.789990019
3849,52.66,5.718635616
3850,53.12,5.731183242
3851,86.29,6.431121473
3852,77.29,6.272209861
3853,130.31,7.02580399
3854,55.14,5.785027362
3855,111.53,6.801288017
3856,158.33,7.30679083
3857,247.39,7.950643375
3858,66.88,6.063502942
3859,41.39,5.371210343
3860,124.66,6.961854808
3861,62.5,5.965784285
3862,55.06,5.782932705
3863,141.38,7.143434237
3864,150.22,7.230933093
3865,54.28,5.762348816
3866,161.8,7.338067798
3867,101.25,6.661778098
3868,197,7.622051819
3869,119.98,6.906650126
3870,55.46,5.793375711
3871,53.71,5.747118816
3872,129.19,7.013350592
3873,112.55,6.814422247
3874,135.88,7.086189313
3875,566.4,9.145677455
3876,124.1,6.955359305
3877,146.25,7.192292814
3878,149.81,7.226990118
3879,154.94,7.275565835
3880,249.71,7.964109787
3881,184.71,7.529118164
3882,52.09,5.702934532
3883,150.97,7.238118083
3884,57.48,5.844988157
3885,104.15,6.702519029
3886,147.25,7.202123824
3887,116.89,6.869007702
3888,119.24,6.89772447
3889,132.69,7.051915838
3890,55.62,5.79753184
3891,163.62,7.354205296
3892,180.35,7.494655613
3893,166.05,7.375473913
3894,97.06,6.600804955
3895,210.24,7.715893371
3896,178.11,7.476624709
3897,81.27,6.344650989
3898,135.45,7.081616583
3899,105.62,6.722739236
3900,174.08,7.443606651
3901,263.25,8.040289721
3902,198.79,7.635101375
3903,171.67,7.423494135
3904,131.09,7.034413826
3905,176.31,7.461970494
3906,170.37,7.412527507
3907,126.63,6.984475425
3908,54.28,5.762348816
3909,63.44,5.987320866
3910,117.8,6.880195729
3911,151.83,7.24631307
3912,198.79,7.635101375
3913,156.1,7.286326727
3914,61.13,5.933808662
3915,181.85,7.506605116
3916,129.44,7.016139703
3917,121.34,6.922911406
3918,169.23,7.402841533
3919,113.98,6.832636888
3920,99.07,6.630376347
3921,131.03,7.033753352
3922,59.17,5.88679399
3923,62.22,5.95930649
3924,60.16,5.910732662
3925,206.97,7.693277856
3926,176.85,7.466382409
3927,91.26,6.511910749
3928,138.4,7.112700133
3929,225.06,7.814165859
3930,180.08,7.492494152
3931,167.14,7.384913231
3932,70.75,6.144658243
3933,192.87,7.591484946
3934,152.99,7.257293546
3935,117.53,6.876885247
3936,88.4,6.465974465
3937,203.56,7.669310286
3938,159.88,7.320845668
3939,257,8.005624549
3940,74.22,6.213736096
3941,48.69,5.605553595
3942,213.2,7.736063628
3943,174.03,7.443192215
3944,145.61,7.185965628
3945,48.28,5.593353771
3946,76.33,6.254178286
3947,217.51,7.76493792
3948,186.02,7.539313931
3949,47.15,5.559185866
3950,169.15,7.402159367
3951,225.19,7.814998953
3952,175.79,7.457709193
3953,181.52,7.503984704
3954,150.44,7.233044401
3955,169.22,7.402756279
3956,126.81,6.986524708
3957,121.96,6.930264245
3958,56.62,5.823239844
3959,176.64,7.464668267
3960,52.42,5.712045449
3961,80.73,6.335032987
3962,144.49,7.174825839
3963,49.33,5.624393382
3964,117.4,6.875288598
3965,169.87,7.408287277
3966,47.84,5.580145484
3967,114.45,6.838573653
3968,176.62,7.464504909
3969,57.58,5.847495884
3970,144.19,7.171827303
3971,162.78,7.346779643
3972,146.91,7.198788792
3973,82.39,6.364397337
3974,125.82,6.975217457
3975,165.11,7.36728369
3976,152.02,7.248117329
3977,154.37,7.270248599
3978,41.01,5.357903839
3979,60.02,5.907371414
3980,133.06,7.055933129
3981,65.89,6.041987622
3982,135.86,7.085976949
3983,50.65,5.662490364
3984,125.86,6.975676038
3985,181.16,7.501120634
3986,152.3,7.250772132
3987,93.4,6.545350645
3988,100.79,6.655208697
3989,109.42,6.773732651
3990,50.3,5.652486495
3991,180.23,7.493695363
3992,185.15,7.532550739
3993,89.08,6.477029653
3994,127.8,6.997744026
3995,183.85,7.522385366
3996,53.27,5.735251376
3997,63.3,5.984133595
3998,187.43,7.550208079
3999,50.67,5.663059924
4000,135.69,7.084170592
4001,133.07,7.056041549
4002,173.97,7.442694734
4003,46.91,5.551823596
4004,123.95,6.953614461
4005,196.19,7.616107698
4006,96.56,6.593353771
4007,139.77,7.126910926
4008,60.36,5.915520901
4009,144.32,7.173127433
4010,199.73,7.641907236
4011,147.3,7.20261362
4012,64.4,6.008988783
4013,163.53,7.353411516
4014,117.15,6.872213144
4015,93.06,6.540089282
4016,85.32,6.414812061
4017,182.89,7.514832384
4018,131.67,7.040782866
4019,127.85,6.99830835
4020,55.4,5.791814071
4021,186.59,7.543727859
4022,113.28,6.82374936
4023,156.84,7.293149737
4024,52.86,5.72410452
4025,58.4,5.867896464
4026,170.12,7.41040895
4027,246.64,7.946262984
4028,51.53,5.687340687
4029,61.75,5.948367232
4030,133.13,7.0566919
4031,56.68,5.824767853
4032,142.03,7.150051882
4033,58.11,5.86071455
4034,190.33,7.572359168
4035,90.15,6.494255587
4036,116.94,6.869624686
4037,46.15,5.528258743
4038,314.49,8.296870333
4039,50.56,5.659924558
4040,56.41,5.817879032
4041,40.2,5.329123596
4042,102.74,6.682854169
4043,136.35,7.09117089
4044,161.95,7.339404658
4045,204.51,7.676027579
4046,132.25,7.047123912
4047,46.67,5.544423562
4048,191.43,7.58067313
4049,98.68,6.624685811
4050,178.13,7.4767867
4051,52.01,5.700717133
4052,63.83,5.996162743
4053,130.44,7.027242536
4054,228.06,7.833269621
4055,55.1,5.783980414
4056,111.29,6.798180154
4057,57.74,5.851499202
4058,53.65,5.745506266
4059,46.57,5.541328977
4060,173.9,7.442114122
4061,135.22,7.079164742
4062,134.28,7.069100632
4063,153.93,7.266130621
4064,60.56,5.9202933
4065,57.47,5.844737144
4066,163.44,7.352617299
4067,226.89,7.825849215
4068,206.37,7.689089451
4069,122.28,6.934044647
4070,39.21,5.293149737
4071,131.93,7.043628851
4072,155.84,7.283921772
4073,45.45,5.506208389
4074,195.11,7.608143912
4075,170.38,7.412612185
4076,174.42,7.446421667
4077,57.83,5.853746197
4078,149.07,7.219846137
4079,63.51,5.988911865
4080,100.33,6.648609245
4081,182.29,7.51009161
4082,105.59,6.722329399
4083,114.5,6.839203788
4084,136.64,7.09423607
4085,190.83,7.576144182
4086,160.62,7.327507735
4087,123.47,6.948016737
4088,175.51,7.455409423
4089,58.86,5.879215637
4090,44.65,5.48058827
4091,212.59,7.731929925
4092,114.89,6.844109421
4093,226.64,7.824258697
4094,200.78,7.649471757
4095,93.14,6.541328977
4096,155.26,7.278542382
4097,129.2,7.01346226
4098,112.01,6.807483728
4099,59.53,5.895544989
4100,371.28,8.536363792
4101,161.08,7.331633567
4102,128.94,7.010556078
4103,108.22,6.757823336
4104,154.95,7.275658945
4105,163.75,7.355351096
4106,145.21,7.181996999
4107,189.03,7.562471405
4108,160.6,7.327328083
4109,41.21,5.364922559
4110,237.51,7.891844447
4111,237.11,7.889412699
4112,175.54,7.455656002
4113,175.92,7.458775699
4114,178.37,7.478729179
4115,91.34,6.513174885
4116,98.02,6.615004242
4117,137.68,7.105175192
4118,134.87,7.075425666
4119,142.29,7.152690464
4120,177.41,7.470943522
4121,210.34,7.716579421
4122,131.83,7.042534906
4123,105.01,6.714382911
4124,129.82,7.020368851
4125,97.62,6.609104847
4126,144.68,7.176721693
4127,46.61,5.542567608
4128,163.43,7.352529026
4129,74.95,6.227856573
4130,45.36,5.503348735
4131,110.09,6.782539618
4132,48.48,5.599317794
4133,141.49,7.144556282
4134,185.59,7.535975167
4135,52.54,5.715344295
4136,78.07,6.286696365
4137,98.6,6.623515741
4138,105.41,6.719867928
4139,110.46,6.787380222
4140,135.25,7.079484784
4141,70.15,6.132371199
4142,55.51,5.794675788
4143,260.34,8.024253182
4144,122.52,6.936873462
4145,100.11,6.645442282
4146,153.89,7.265755676
4147,174.2,7.444600814
4148,193.36,7.595145568
4149,140.15,7.130827934
4150,148.48,7.214124805
4151,47.07,5.556735948
4152,74.7,6.223036338
4153,56.72,5.825785627
4154,156.46,7.28965006
4155,52.26,5.70763522
4156,155.94,7.284847229
4157,91.02,6.508111681
4158,96.73,6.595891494
4159,125.24,6.968551603
4160,138.34,7.112074551
4161,153.31,7.260307993
4162,129.81,7.020257716
4163,201.07,7.651554035
4164,167.84,7.390942773
4165,112.74,6.816855662
4166,48.53,5.600804955
4167,145.32,7.183089461
4168,63.38,5.985955755
4169,168.37,7.395491293
4170,143.57,7.165610509
4171,142.99,7.159770445
4172,124.95,6.965207091
4173,160.13,7.323099809
4174,101.7,6.668175869
4175,195.43,7.610508139
4176,177.34,7.47037417
4177,240.62,7.910612752
4178,48.72,5.606442228
4179,46.79,5.548128324
