ID,adsorption_energy,log2(AE)
1,209.41,7.710186527
2,44.31,5.469560422
3,184.39,7.526616606
4,210.99,7.721030813
5,141.27,7.142311318
6,111.19,6.796883233
7,191.13,7.578410433
8,125.13,6.967283908
9,116.26,6.861211003
10,54.9,5.778734244
11,109.23,6.771225336
12,181.77,7.505970301
13,156.01,7.285494696
14,200.63,7.648393537
15,54.48,5.767654798
16,135.18,7.078737909
17,173.76,7.440952198
18,41.87,5.387845013
19,45.59,5.510645504
20,68.1,6.089582893
21,166.23,7.377036963
22,53.55,5.74281467
23,115.66,6.853746197
24,174,7.442943496
25,47.51,5.570159302
26,90.77,6.504143652
27,45.02,5.492494152
28,199.07,7.637132012
29,242.19,7.919995487
30,180.02,7.492013387
31,61.01,5.930973826
32,141.34,7.143026004
33,131.81,7.042316017
34,162.1,7.340740281
35,78.17,6.288543133
36,61.88,5.951401292
37,168.08,7.393004257
38,183.59,7.520343668
39,103.9,6.699051844
40,211.88,7.727103604
41,59.28,5.889473543
42,117.75,6.87958325
43,129.63,7.018255827
44,127.65,6.996049728
45,154.38,7.270342053
46,143.9,7.168922782
47,141,7.139551352
48,101.52,6.665620164
49,49.43,5.627315001
50,108.23,6.757956641
51,280.26,8.130622041
52,144.05,7.17042585
53,219.25,7.776433032
54,153.66,7.263597849
55,134.61,7.07264178
56,151.78,7.24583789
57,177.79,7.47403037
58,52.01,5.700717133
59,47.57,5.57198012
60,46.79,5.548128324
61,141.01,7.139653668
62,52.87,5.724377422
63,189.86,7.568792178
64,101.29,6.662347939
65,117.48,6.876271361
66,163.96,7.357200085
67,197.79,7.627825677
68,118.92,6.893847558
69,148.85,7.217715411
70,146.04,7.190219764
71,58.28,5.864928972
72,155.9,7.284477118
73,224.08,7.807870078
74,104.39,6.705839706
75,236.62,7.886428211
76,153.98,7.266599166
77,195.29,7.609474266
78,54.15,5.758889433
79,164.43,7.36132973
80,48.03,5.585863903
81,136.7,7.094869433
82,159.21,7.314787144
83,165.7,7.372429792
84,137.44,7.102658131
85,94.54,6.56285296
86,168.46,7.396262261
87,91.19,6.51080372
88,46.73,5.546277132
89,68.42,6.096346199
90,84.39,6.399000148
91,62.06,5.955591792
92,157.67,7.300764373
93,151.82,7.246218046
94,146.89,7.198592373
95,187.48,7.55059289
96,147.17,7.201339804
97,53.17,5.732540561
98,320.83,8.325665241
99,47.6,5.572889668
100,127.21,6.991068275
101,152.68,7.254367281
102,91.21,6.511120101
103,175.44,7.454833907
104,111.61,6.802322485
105,160.62,7.327507735
106,93.76,6.550900665
107,134.36,7.06995989
108,46.73,5.546277132
109,144,7.169925001
110,53.4,5.738767837
111,152.31,7.250866856
112,170.42,7.412950846
113,45.48,5.507160349
114,183.95,7.523169866
115,196.62,7.619266268
116,50.87,5.668743189
117,105.59,6.722329399
118,244.07,7.931151166
119,146.85,7.198199455
120,146.94,7.19908337
121,127.47,6.994013939
122,145.01,7.180008583
123,151.23,7.24060055
124,267.71,8.06452722
125,49.19,5.62029315
126,161.5,7.335390355
127,118.89,6.893483563
128,98.02,6.615004242
129,130.88,7.032100843
130,174.51,7.4471659
131,49.52,5.629939409
132,207.68,7.698218478
133,159.51,7.317503062
134,61.96,5.953265239
135,121.11,6.920174182
136,88.97,6.475247047
137,105.61,6.722602637
138,52.13,5.704041955
139,58.98,5.882153917
140,101.59,6.666614587
141,97.05,6.600656308
142,174.55,7.447496547
143,60.13,5.910013053
144,89.19,6.478810059
145,156.93,7.293977366
146,212.1,7.728600811
147,168.04,7.392660881
148,252.11,7.977909534
149,213.45,7.737754352
150,86.93,6.44178224
151,167.92,7.391630262
152,164.52,7.362119167
153,111.07,6.795325387
154,236.06,7.88300979
155,309.49,8.273748985
156,155.44,7.280213996
157,222.9,7.800252806
158,53.87,5.75141016
159,56.13,5.810700154
160,117.34,6.874551087
161,60.4,5.916476644
162,101.75,6.668884984
163,357.57,8.48208189
164,139.27,7.121740712
165,183,7.515699838
166,122.66,6.938521046
167,58.41,5.86814348
168,98.85,6.627169061
169,171.54,7.422401216
170,223.03,7.801093971
171,41.66,5.380590934
172,86.43,6.433460256
173,162.29,7.342430296
174,186.3,7.541483864
175,199.84,7.642701572
176,129.23,7.013797212
177,149.64,7.225352061
178,120.7,6.915281866
179,178.92,7.483170853
180,86.23,6.430117975
181,64.96,6.021479727
182,135.23,7.079271431
183,113.5,6.826548487
184,129.01,7.011339088
185,245.17,7.937638646
186,169.73,7.407097775
187,56.44,5.818646083
188,168.11,7.393261735
189,138.49,7.113637997
190,230.23,7.846932025
191,66.57,6.056800263
192,42.69,5.415826257
193,137.6,7.10433666
194,48.43,5.597829098
195,192.55,7.589089313
196,67.39,6.074462621
197,45.99,5.523248293
198,146.83,7.198002957
199,164.83,7.364835035
200,189.78,7.568184151
201,138.52,7.113950482
202,96.42,6.591260525
203,149.29,7.221973721
204,53.79,5.749266084
205,151.88,7.246788094
206,213.53,7.738294966
207,41.75,5.383704292
208,127.08,6.989593185
209,47.95,5.58345891
210,175.9,7.458611673
211,174.43,7.446504379
212,134.41,7.070496667
213,85,6.409390936
214,77.76,6.280956314
215,129.07,7.012009901
216,138.51,7.113846328
217,191.35,7.580070091
218,159.94,7.321386983
219,80.95,6.338959175
220,91.56,6.516645558
221,137.46,7.102868054
222,51.4,5.683696454
223,126.3,6.980710829
224,57.41,5.84323015
225,98.01,6.61485705
226,158.88,7.311793718
227,169.57,7.405737143
228,124.84,6.963936452
229,106.82,6.739037979
230,91.34,6.513174885
231,154.43,7.270809232
232,222.65,7.798633802
233,157.5,7.299208018
234,164.6,7.362820526
235,123.68,6.950468414
236,182.74,7.51364865
237,120.04,6.907371414
238,44.98,5.491211756
239,156.83,7.293057749
240,204.99,7.679409722
241,214.07,7.741938819
242,126.27,6.980368105
243,163,7.348728154
244,179.36,7.486714373
245,253.39,7.98521578
246,220.83,7.786792367
247,125.71,6.973955608
248,52.33,5.709566354
249,47.75,5.577428828
250,58.97,5.881909289
251,202.34,7.66063774
252,77.42,6.274634403
253,105.09,6.715481584
254,60.09,5.909053017
255,171.73,7.42399828
256,383.77,8.584098128
257,39.39,5.299757512
258,159.62,7.318497619
259,55.97,5.806581843
260,136.95,7.097505456
261,163.45,7.352705567
262,142.35,7.153298683
263,65.01,6.022589749
264,109.15,6.77016832
265,55.89,5.80451827
266,146.13,7.191108579
267,315.15,8.299894853
268,158.01,7.303872055
269,54.85,5.777419716
270,147.07,7.200359179
271,124.42,6.959074601
272,109.95,6.780703794
273,155.01,7.276217479
274,121.83,6.928725623
275,127.31,6.992201935
276,106.62,6.736334277
277,118.66,6.890689878
278,193.31,7.59477246
279,127.55,6.994919089
280,104.3,6.704595348
281,41.12,5.361768359
282,197.46,7.625416622
283,106.43,6.733761058
284,156.8,7.292781749
285,59.53,5.895544989
286,56.03,5.808127587
287,122.72,6.939226578
288,126.08,6.97819563
289,172.5,7.430452552
290,67.87,6.084702108
291,62.34,5.96208625
292,60.18,5.911212202
293,131.28,7.036503334
294,590.24,9.205157884
295,171.7,7.423746229
296,145.21,7.181996999
297,98.3,6.619119511
298,159.55,7.317864798
299,103.79,6.697523639
300,55.22,5.787118983
301,80.96,6.339137385
302,45.71,5.514437914
303,58.7,5.875288598
304,162.22,7.341807889
305,223.84,7.806324057
306,55.6,5.797012978
307,151.86,7.246598103
308,51.07,5.674404154
309,116.38,6.862699341
310,144.83,7.178216662
311,187.64,7.551823596
312,148.37,7.213055602
313,47.16,5.559491813
314,148.49,7.214221966
315,144.66,7.176522247
316,117.41,6.87541148
317,82.13,6.359837393
318,104.82,6.711770204
319,129.52,7.017031081
320,108.56,6.762348816
321,141.15,7.141085319
322,192.33,7.587440004
323,47.21,5.561020578
324,132.34,7.048105374
325,109.13,6.769903945
326,165.02,7.366497076
327,147.03,7.199966742
328,240.1,7.907491593
329,155.64,7.282069075
330,159.15,7.314243347
331,58.31,5.865671418
332,128.87,7.009772644
333,171.52,7.422233001
334,126.6,6.984133595
335,117.72,6.879215637
336,64.68,6.015247774
337,200.17,7.64508196
338,134.15,7.067703244
339,135.41,7.081190475
340,80.07,6.323189901
341,60.21,5.911931212
342,46.4,5.5360529
343,245.59,7.940108008
344,177.08,7.468257468
345,201.48,7.654492826
346,136.07,7.088205214
347,181.44,7.503348735
348,197.85,7.628263255
349,53.34,5.73714592
350,136.13,7.088841229
351,135.85,7.085870755
352,48.77,5.607922067
353,179.41,7.487116496
354,61.76,5.948600847
355,172.18,7.427773762
356,109.67,6.777025123
357,93.4,6.545350645
358,96.35,6.590212761
359,254.63,7.992258594
360,101.47,6.664909442
361,145.76,7.187451054
362,166.63,7.380504356
363,61.07,5.93239194
364,55.15,5.785288981
365,178.31,7.478243804
366,43.39,5.439290681
367,143.89,7.168822522
368,49.72,5.635754391
369,53.68,5.746312766
370,226.24,7.821710215
371,121.98,6.930500811
372,207.61,7.697732126
373,150.24,7.231125158
374,200.71,7.648968688
375,137.63,7.104651167
376,116.87,6.868760834
377,136.65,7.09434165
378,45.47,5.506843099
379,55.58,5.796493929
380,216.03,7.755087863
381,54.71,5.773732651
382,114.62,6.840714991
383,50.19,5.649328041
384,48.88,5.61117238
385,131.8,7.04220656
386,46.99,5.554281863
387,47.88,5.581351247
388,184.33,7.526147081
389,119.55,6.90147032
390,338.95,8.404928661
391,40.49,5.339493738
392,134.06,7.066735029
393,179.49,7.487759659
394,86.99,6.442777659
395,152.15,7.249350524
396,55.09,5.783718558
397,234.15,7.871289228
398,52.15,5.704595348
399,168.25,7.394462695
400,116.79,6.86777294
401,56.47,5.819412726
402,163.12,7.34978987
403,69.43,6.117487266
404,61.36,5.939226578
405,160.27,7.324360591
406,193.51,7.596264312
407,127.24,6.991408467
408,144.29,7.172827507
409,105.58,6.722192761
410,237.64,7.892633883
411,62.49,5.965553435
412,43.52,5.443606651
413,174.5,7.447083226
414,93.75,6.550746785
415,183.05,7.516093963
416,168.23,7.39429119
417,43.15,5.431288654
418,113.15,6.822092774
419,173.25,7.436711542
420,48.64,5.604071324
421,48.43,5.597829098
422,146.65,7.196233261
423,157,7.294620749
424,138.54,7.114158769
425,188.69,7.559874156
426,147.48,7.204375511
427,74.27,6.214707673
428,155.78,7.283366213
429,163.03,7.348993656
430,108.53,6.761950079
431,126.64,6.98458935
432,147.77,7.207209596
433,77.01,6.266973892
434,100.77,6.654922391
435,218.36,7.770564792
436,126.57,6.983791683
437,137.96,7.108106224
438,107.39,6.746715848
439,168.32,7.3950628
440,152.56,7.253232939
441,113.81,6.830483516
442,104.81,6.711632562
443,162.41,7.343496655
444,49.27,5.622637567
445,173.06,7.435128498
446,51.36,5.682573297
447,133.13,7.0566919
448,130.08,7.023255352
449,182.9,7.514911265
450,105.46,6.720552092
451,157.06,7.295171992
452,49.39,5.626147064
453,62.11,5.956753663
454,91.06,6.508745554
455,189.62,7.566967329
456,134.53,7.071784117
457,102.51,6.679620843
458,56.06,5.808899839
459,43.44,5.440952198
460,116.08,6.858975614
461,84.37,6.398658196
462,81.2,6.343407822
463,85.88,6.424250286
464,130.12,7.023698917
465,43.82,5.453517579
466,59.81,5.902314812
467,47.1,5.557655155
468,130.79,7.031108429
469,153.56,7.262658655
470,54,5.754887502
471,114.56,6.839959587
472,155.18,7.277798821
473,205.17,7.680675985
474,172.18,7.427773762
475,134.77,7.074355576
476,203,7.665335917
477,171.7,7.423746229
478,186.14,7.540244302
479,130.15,7.024031502
480,64.56,6.012568674
481,162.09,7.340651278
482,116.19,6.860342097
483,207.47,7.696758929
484,159.82,7.320304149
485,106.69,6.737281149
486,194.86,7.606294161
487,124.07,6.955010505
488,136.59,7.093708055
489,150.72,7.23572706
490,138.77,7.116551902
491,126.94,6.988002938
492,103.43,6.692510892
493,65.45,6.032321287
494,181.2,7.501439145
495,136.01,7.087568918
496,171.08,7.418527302
497,110.44,6.787118983
498,46.6,5.54225805
499,141.41,7.143740336
500,120.82,6.916715481
501,49.22,5.621172753
502,169.98,7.409221197
503,124.36,6.958378712
504,118.11,6.883987308
505,134.09,7.067057839
506,118.68,6.890933022
507,176.68,7.464994927
508,123.76,6.951401292
509,147.73,7.206819018
510,157.93,7.303141438
511,171.43,7.421475791
512,74.74,6.223808659
513,60.53,5.919578446
514,143.62,7.166112857
515,199.64,7.641256999
516,97.6,6.608809243
517,97.56,6.608217853
518,102.18,6.674969031
519,190.23,7.571600972
520,136.26,7.090218302
521,213.27,7.73653723
522,143.68,7.166715445
523,119.82,6.904724928
524,51.93,5.69849632
525,135.75,7.084808388
526,176.61,7.464423223
527,61.95,5.953032377
528,151.93,7.247262961
529,57.76,5.851998837
530,151.8,7.246027981
531,209.42,7.710255419
532,103.43,6.692510892
533,182.97,7.515463312
534,46.27,5.532005194
535,124.3,6.957682486
536,41.45,5.373300197
537,167.75,7.390168956
538,49.29,5.623223076
539,60.38,5.915998852
540,196.29,7.616842866
541,193.1,7.593204354
542,137.64,7.104755987
543,167.19,7.385344749
544,128.59,7.006634643
545,116.08,6.858975614
546,106.63,6.736469582
547,47.26,5.562547724
548,78.84,6.300855871
549,46.97,5.553667688
550,99.87,6.641979466
551,54.99,5.781097381
552,90.08,6.493134922
553,163.74,7.35526299
554,42.89,5.422569411
555,119.55,6.90147032
556,55.5,5.794415866
557,137.54,7.10370744
558,85.39,6.415995221
559,105.05,6.714932352
560,94.44,6.561326136
561,51.62,5.689858236
562,78.62,6.296824459
563,90.91,6.506367093
564,89.29,6.480426705
565,59.32,5.890446693
566,129.01,7.011339088
567,159,7.312882955
568,94.01,6.554742322
569,53.68,5.746312766
570,140.31,7.132474024
571,43.29,5.435961895
572,171.57,7.422653501
573,126.11,6.97853887
574,138.89,7.11779892
575,151.52,7.243364426
576,230.24,7.846994687
577,130.37,7.026468113
578,104.82,6.711770204
579,126.41,6.981966786
580,176.73,7.465403149
581,108.68,6.76394266
582,189.51,7.566130168
583,179.34,7.486553493
584,50.82,5.66732447
585,144.5,7.174925683
586,170.46,7.413289427
587,111.41,6.799734922
588,143.06,7.160476536
589,155.72,7.28281044
590,44.09,5.462379572
591,88.62,6.469560422
592,120.04,6.907371414
593,150.9,7.237448996
594,141.82,7.147917191
595,102.97,6.686080264
596,54.86,5.777682717
597,55.82,5.802710219
598,47.78,5.578334949
599,155.81,7.283644019
600,42.74,5.417515003
601,222.99,7.800835204
602,231.52,7.854993017
603,154.98,7.275938239
604,45.2,5.498250868
605,207.74,7.698635221
606,118.64,6.890446693
607,174.11,7.443855256
608,95.35,6.575161033
609,182.94,7.515226746
610,59.07,5.884353707
611,134.92,7.075960413
612,43.21,5.433293326
613,198.96,7.636334602
614,136.36,7.091276694
615,71.38,6.157447996
616,48.66,5.604664415
617,61.83,5.9502351
618,144.77,7.17761886
619,219.98,7.781228553
620,187.94,7.554128344
621,125.73,6.974185117
622,181.83,7.506446438
623,50.38,5.654779217
624,236.04,7.882887553
625,133.12,7.056583528
626,156.36,7.28872768
627,209.7,7.712183051
628,200.27,7.645802515
629,195.81,7.613310635
630,47.56,5.57167681
631,163.42,7.352440747
632,153.35,7.260684356
633,145.45,7.184379486
634,53.75,5.74819285
635,68.35,6.094869433
636,136.29,7.090535901
637,167.51,7.388103414
638,185.27,7.53348548
639,96.69,6.595294784
640,56.54,5.821199978
641,129.03,7.011562727
642,191.52,7.581351247
643,178.38,7.478810059
644,198.7,7.634448062
645,191,7.577428828
646,182.8,7.51412226
647,145.7,7.186857067
648,50.38,5.654779217
649,145.16,7.181500152
650,154.81,7.274354856
651,129.49,7.016696878
652,58.2,5.862947248
653,93.38,6.545041683
654,120.22,6.909533115
655,47.21,5.561020578
656,47.6,5.572889668
657,131.23,7.035953757
658,160,7.321928095
659,173.91,7.442197081
660,41.36,5.370164281
661,53.26,5.734980523
662,70.94,6.148527425
663,93.32,6.544114402
664,53.65,5.745506266
665,162.85,7.34739991
666,79.63,6.315240153
667,90.98,6.50747753
668,106.47,6.73430317
669,157.06,7.295171992
670,130.09,7.023366256
671,177.95,7.475328123
672,189.67,7.567347696
673,99.61,6.638218679
674,153.11,7.258424702
675,142.35,7.153298683
676,233.8,7.86913112
677,127.71,6.996727686
678,43.44,5.440952198
679,116.74,6.867155163
680,194.98,7.607182337
681,87.44,6.450221496
682,43.57,5.445263208
683,206.94,7.693068724
684,171.03,7.418105597
685,259.38,8.018923432
686,64.72,6.016139703
687,52.92,5.725741157
688,157.58,7.29994063
689,133.43,7.059939264
690,142.21,7.151879107
691,193.36,7.595145568
692,157.61,7.300215263
693,50.81,5.667040559
694,128.97,7.010891706
695,56.47,5.819412726
696,111.42,6.799864411
697,180.24,7.493775408
698,158.82,7.31124879
699,150.51,7.233715534
700,173.98,7.442777659
701,105.01,6.714382911
702,75.29,6.234386354
703,61.15,5.934280594
704,133.58,7.061560209
705,166.17,7.376516134
706,110.1,6.782670659
707,60.11,5.909533115
708,159.24,7.315058966
709,81.34,6.345893086
710,106.88,6.739848103
711,151.94,7.247357916
712,116.74,6.867155163
713,48.11,5.588264894
714,149.22,7.221297103
715,167.12,7.384740587
716,155.51,7.280863545
717,58,5.857980995
718,56.3,5.815063017
719,114.13,6.834534255
720,53.24,5.734438666
721,172.91,7.433877497
722,158.08,7.304511042
723,197.68,7.627023106
724,138.99,7.118837278
725,165.65,7.371994393
726,51.2,5.678071905
727,114.09,6.834028535
728,134.77,7.074355576
729,153.46,7.26171885
730,135.89,7.086295483
731,116.5,6.864186145
732,140.81,7.137605984
733,112.04,6.807870078
734,115.7,6.854245054
735,47.27,5.56285296
736,60.85,5.927185358
737,163.98,7.357376055
738,55.83,5.802968651
739,53.21,5.733625498
740,111.36,6.799087306
741,171.08,7.418527302
742,81.84,6.35473424
743,180.95,7.499447297
744,115.85,6.856114234
745,45.86,5.51916445
746,146.18,7.191602128
747,239.04,7.901108243
748,117.83,6.880563092
749,204.45,7.675604253
750,154.99,7.276031325
751,53.39,5.738497644
752,146.48,7.194559886
753,111.36,6.799087306
754,172.31,7.42886262
755,216.11,7.755622021
756,192.52,7.588864518
757,120.14,6.908572759
758,107.22,6.74443023
759,65.18,6.026357447
760,59.69,5.899417349
761,223.65,7.805098948
762,152.67,7.254272787
763,61.92,5.952333566
764,165.28,7.368768349
765,123.27,6.945677926
766,120.57,6.913727173
767,106,6.727920455
768,47.67,5.57500972
769,147.87,7.208185577
770,59.93,5.905206469
771,101.19,6.660922914
772,146.22,7.191996847
773,120.1,6.908092341
774,244.35,7.932805294
775,116.19,6.860342097
776,157.38,7.298108403
777,51.62,5.689858236
778,169.23,7.402841533
779,173.46,7.438459204
780,140.42,7.133604623
781,49.79,5.63778411
782,148.89,7.21810305
783,51.65,5.690696444
784,197.91,7.628700701
785,56.98,5.832383717
786,143.59,7.165811469
787,257.92,8.010779839
788,111.5,6.8008999
789,51.98,5.699884729
790,147.26,7.202221796
791,126.1,6.978424465
792,110.63,6.78959885
793,87.22,6.446587085
794,158.62,7.309430878
795,192.61,7.589538797
796,54.52,5.768713657
797,129.45,7.016251155
798,141.71,7.146797758
799,188.61,7.559262359
800,141.3,7.142617655
801,103.59,6.69474093
802,112.91,6.819029455
803,68.2,6.091699834
804,127.75,6.997179481
805,181.3,7.502235115
806,139.57,7.124845063
807,109.53,6.775182264
808,142.22,7.151980551
809,55.44,5.792855352
810,152.75,7.25502857
811,54.74,5.77452353
812,185.21,7.533018186
813,161.23,7.3329764
814,208.53,7.704111141
815,140.5,7.13442632
816,105.96,6.727375939
817,184.65,7.528649452
818,49.76,5.63691458
819,132.07,7.045158982
820,175.71,7.45705249
821,108.41,6.76035403
822,186.9,7.546122759
823,104.11,6.701964839
824,50.27,5.651625784
825,200.78,7.649471757
826,146.69,7.196626714
827,163.65,7.354469792
828,157.05,7.295080133
829,128.33,7.003714662
830,64.45,6.010108453
831,79.8,6.318316841
832,231.88,7.85723458
833,55.26,5.788163657
834,55.83,5.802968651
835,232.45,7.860776616
836,184.84,7.530133184
837,63.98,5.999549087
838,191.77,7.583233236
839,50.92,5.670160514
840,151.12,7.239550797
841,130.42,7.027021315
842,104.43,6.70639241
843,99,6.62935662
844,107.89,6.753417342
845,204.04,7.672708196
846,42.64,5.414135533
847,65.07,6.023920649
848,194.28,7.601993581
849,153.03,7.257670696
850,129.88,7.02103548
851,140.37,7.133090824
852,53.25,5.73470962
853,191.88,7.584060534
854,49.77,5.637204482
855,43.93,5.457134594
856,54.26,5.761817143
857,53.91,5.752481004
858,186.71,7.544655389
859,54.5,5.768184325
860,168.37,7.395491293
861,42.9,5.422905743
862,186.01,7.539236373
863,167.52,7.388189537
864,124.2,6.956521363
865,107.9,6.753551055
866,159.23,7.314968365
867,47.86,5.580748492
868,164.96,7.365972428
869,191.96,7.584661908
870,174.61,7.447992375
871,48.1,5.587964989
872,121.86,6.929080835
873,139.04,7.119356177
874,110.03,6.781753122
875,230.08,7.845991771
876,115.36,6.849999259
877,222.44,7.797272432
878,105.88,6.72628629
879,167.15,7.384999545
880,50.53,5.659068275
881,151.85,7.246503098
882,183.66,7.52089364
883,70.13,6.131959823
884,48.44,5.59812696
885,140.25,7.131856961
886,55.22,5.787118983
887,201.08,7.651625784
888,123.68,6.950468414
889,52.12,5.703765179
890,73.31,6.1959381
891,138.67,7.115511897
892,184.97,7.531147491
893,155.34,7.279285561
894,246.45,7.945151171
895,137.89,7.107374024
896,118.84,6.8928767
897,165.5,7.370687407
898,155.25,7.278449458
899,129.93,7.021590768
900,46.37,5.535119822
901,145.67,7.186559982
902,195.99,7.614636235
903,178.74,7.481718719
904,204.52,7.676098121
905,145.93,7.18913269
906,128.9,7.010108453
907,176.45,7.46311562
908,184.63,7.528493181
909,142.69,7.156740421
910,105.16,6.716442237
911,136.7,7.094869433
912,125.59,6.972577785
913,85.33,6.414981143
914,53.43,5.739578112
915,48.09,5.587665021
916,99.72,6.639810978
917,188.66,7.559644763
918,191.69,7.582631267
919,169.02,7.401050159
920,107.16,6.743622676
921,52.73,5.720552092
922,54.65,5.772149591
923,179.24,7.485748821
924,223.63,7.804969929
925,156.68,7.291677223
926,61.32,5.938285792
927,82.78,6.371210343
928,147.21,7.201731867
929,51.78,5.69432306
930,179.32,7.486392594
931,173.69,7.440370885
932,154.69,7.273236126
933,215.43,7.751075358
934,50.83,5.667608326
935,57.68,5.849999259
936,80.62,6.333065878
937,142.05,7.150255021
938,85.44,6.416839742
939,103.84,6.698218478
940,155.51,7.280863545
941,138.31,7.111761659
942,83.51,6.38387706
943,54.18,5.759688488
944,141.86,7.148324042
945,57.48,5.844988157
946,62.65,5.969242604
947,118.26,6.885818372
948,180.94,7.499367566
949,145.11,7.181003133
950,47.46,5.568640195
951,139.01,7.11904486
952,160.44,7.325890061
953,86.09,6.427773762
954,54,5.754887502
955,172.99,7.434544832
956,127.76,6.997292408
957,49.24,5.621758857
958,183.54,7.519950703
959,102.25,6.675957033
960,170.34,7.412273445
961,218.43,7.771027205
962,230.03,7.845678216
963,122.13,6.932273817
964,137.79,7.106327379
965,119.65,6.902676587
966,52,5.700439718
967,90.63,6.50191678
968,40.51,5.34020618
969,168.04,7.392660881
970,50.27,5.651625784
971,214.19,7.742747316
972,154.33,7.269874722
973,164.44,7.361417467
974,112.02,6.807612523
975,57.88,5.854993017
976,64.13,6.002927502
977,52.97,5.727103604
978,171.24,7.41987593
979,148.6,7.215290306
980,66.43,6.053763009
981,173.8,7.441284272
982,161.18,7.332528928
983,56.28,5.814550423
984,59.85,5.903279342
985,153.67,7.263691734
986,50.83,5.667608326
987,139.22,7.12122267
988,107.34,6.746043983
989,138.79,7.116759813
990,42.41,5.406332578
991,51.47,5.685659877
992,190.27,7.571904299
993,46.48,5.538538164
994,51.88,5.697106574
995,159.82,7.320304149
996,254.37,7.990784721
997,102.88,6.684818738
998,136.26,7.090218302
999,60.52,5.919340082
1000,144.21,7.172027399
1001,60.03,5.907611763
1002,48.99,5.614415387
1003,135.44,7.081510068
1004,84.1,6.394033895
1005,96.73,6.595891494
1006,107.21,6.744295669
1007,113.84,6.830863757
1008,174.27,7.445180425
1009,183.95,7.523169866
1010,56.22,5.813011549
1011,49.9,5.64096791
1012,210.3,7.71630504
1013,156.07,7.286049437
1014,104.24,6.703765179
1015,101.43,6.664340612
1016,160.46,7.326069892
1017,177.15,7.468827655
1018,51.21,5.678353654
1019,268.2,8.067165427
1020,52.13,5.704041955
1021,162.53,7.344562227
1022,54.95,5.780047576
1023,138.83,7.117175546
1024,53.88,5.751677946
1025,49.59,5.63197732
1026,49.3,5.623515741
1027,113.27,6.823621998
1028,55.07,5.783194703
1029,135.95,7.086932341
1030,125.76,6.974529312
1031,145.1,7.180903709
1032,178.22,7.477515436
1033,211.54,7.724786677
1034,136.83,7.096240766
1035,135.66,7.083851588
1036,213.06,7.735115956
1037,71.01,6.149950302
1038,198.26,7.631249825
1039,82.61,6.368244526
1040,101.38,6.663629259
1041,123.32,6.946262984
1042,59.65,5.898450233
1043,126.28,6.980482356
1044,319.89,8.321432083
1045,37.41,5.225352061
1046,111.13,6.796104521
1047,162.39,7.343318984
1048,212.91,7.734099902
1049,206.57,7.690486938
1050,45.62,5.511594542
1051,121.07,6.919697613
1052,105.14,6.71616783
1053,49.27,5.622637567
1054,155.05,7.276589716
1055,53.09,5.730368236
1056,139.32,7.122258568
1057,62.83,5.973381675
1058,185.09,7.532083141
1059,144.62,7.176123271
1060,55.31,5.789468437
1061,160.68,7.328046556
1062,156.21,7.287343002
1063,101.61,6.666898582
1064,155.64,7.282069075
1065,113.48,6.826294245
1066,111.56,6.801676029
1067,41.65,5.38024459
1068,104.97,6.71383326
1069,228.91,7.838636679
1070,135.25,7.079484784
1071,150.03,7.229107201
1072,164.38,7.360890968
1073,160.43,7.325800137
1074,54.61,5.771093252
1075,138.51,7.113846328
1076,236.89,7.888073488
1077,165.44,7.370164281
1078,144.64,7.176322773
1079,78.45,6.293701542
1080,191.72,7.582857035
1081,70.38,6.137093609
1082,78.14,6.28798935
1083,57.04,5.833902077
1084,167.64,7.389222616
1085,60.11,5.909533115
1086,129.17,7.01312723
1087,140.69,7.136375978
1088,133.4,7.059614856
1089,52.02,5.700994494
1090,171.18,7.419370343
1091,139.72,7.126394738
1092,212.45,7.730979533
1093,194.8,7.605849867
1094,46.96,5.553360503
1095,198.81,7.635246515
1096,161.9,7.338959175
1097,141.31,7.142719753
1098,108.18,6.757289992
1099,174.44,7.446587085
1100,128.15,7.001689668
1101,118.53,6.889108442
1102,160.4,7.325530332
1103,51.04,5.673556424
1104,156.55,7.290479698
1105,137.14,7.099505617
1106,131.79,7.042097095
1107,199.72,7.641835002
1108,101,6.658211483
1109,145.96,7.189429246
1110,167.76,7.390254956
1111,159.34,7.31596467
1112,175.23,7.45310598
1113,97.62,6.609104847
1114,50.12,5.64731451
1115,172.56,7.430954271
1116,181.18,7.501279899
1117,297.75,8.217957698
1118,121.73,6.92754095
1119,124.71,6.962433344
1120,91.11,6.509537504
1121,232.2,7.859224162
1122,124.79,6.963358519
1123,195.17,7.6085875
1124,98.85,6.627169061
1125,109.12,6.769771739
1126,112.89,6.818773885
1127,44.93,5.489607157
1128,38.35,5.261154673
1129,55.19,5.78633498
1130,106.96,6.74092756
1131,126.66,6.984817174
1132,127.03,6.989025441
1133,73.69,6.203396949
1134,158.7,7.310158318
1135,175.49,7.455245013
1136,118.24,6.885574364
1137,461.05,8.848779406
1138,148.69,7.216163813
1139,123.17,6.944507097
1140,47.89,5.58165253
1141,45.89,5.520107902
1142,188.59,7.559109369
1143,138.21,7.110718194
1144,167.1,7.384567923
1145,120.49,6.912769606
1146,179.15,7.485024233
1147,51.88,5.697106574
1148,40.18,5.328405659
1149,112.8,6.817623258
1150,107.65,6.750204509
1151,101.9,6.671010241
1152,49.07,5.616769366
1153,161.91,7.339048283
1154,51.93,5.69849632
1155,136.56,7.093391153
